Index,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,AverageScore
597,male,group B,some college,standard,completed,married,,no,1,school_bus,10-May,57,75,69,67.00
650,male,group E,high school,standard,completed,married,never,no,3,school_bus,10-May,76,76,75,75.67
656,male,group E,associate's degree,free/reduced,completed,single,sometimes,no,2,,< 5,71,68,67,68.67
675,female,group B,some college,standard,none,married,never,no,4,school_bus,10-May,71,90,84,81.67
678,male,,associate's degree,standard,none,married,regularly,no,3,school_bus,10-May,69,60,60,63.00
766,female,group D,some college,free/reduced,none,married,regularly,no,2,,10-May,44,65,61,56.67
795,male,group D,,standard,completed,single,sometimes,no,2,private,10-May,81,78,81,80.00
812,female,group C,some college,standard,completed,single,never,no,3,private,10-May,67,76,79,74.00
824,female,group B,associate's degree,free/reduced,none,single,sometimes,no,4,private,10-May,19,41,34,31.33
837,male,group B,some high school,standard,completed,single,sometimes,no,3,school_bus,< 5,64,66,66,65.33
844,female,group D,some college,standard,,divorced,sometimes,no,2,school_bus,10-May,68,79,81,76.00
855,female,,,standard,none,divorced,sometimes,no,3,private,10-May,60,71,70,67.00
868,female,group B,some college,standard,none,married,regularly,no,1,school_bus,10-May,65,77,76,72.67
872,female,group E,some high school,standard,completed,single,never,no,3,,10-May,85,97,89,90.33
875,male,group D,associate's degree,standard,completed,married,regularly,no,2,private,< 5,68,76,77,73.67
880,male,group C,high school,free/reduced,none,married,regularly,no,1,private,10-May,57,58,60,58.33
884,male,group C,,free/reduced,completed,married,sometimes,no,1,school_bus,10-May,60,73,66,66.33
886,male,group E,associate's degree,free/reduced,none,married,regularly,no,1,school_bus,10-May,70,65,63,66.00
911,male,group B,bachelor's degree,standard,none,married,regularly,no,2,school_bus,> 10,74,57,58,63.00
912,female,group E,bachelor's degree,free/reduced,none,divorced,regularly,no,,private,< 5,62,64,62,62.67
960,female,group D,bachelor's degree,free/reduced,completed,married,sometimes,no,1,private,< 5,68,88,88,81.33
21,male,group D,associate's degree,standard,none,single,sometimes,no,2,school_bus,< 5,68,68,64,66.67
34,female,group A,high school,standard,none,married,sometimes,no,3,school_bus,10-May,70,64,61,65.00
60,male,group C,high school,standard,completed,married,regularly,no,1,school_bus,> 10,82,80,81,81.00
73,male,group B,some college,free/reduced,none,married,sometimes,no,2,private,10-May,58,53,56,55.67
96,female,group A,bachelor's degree,free/reduced,none,married,regularly,no,3,private,< 5,50,57,61,56.00
116,male,group B,bachelor's degree,standard,completed,single,sometimes,no,2,school_bus,< 5,67,61,63,63.67
126,male,group C,associate's degree,standard,completed,married,never,no,3,private,10-May,74,75,68,72.33
147,female,group D,master's degree,free/reduced,none,married,never,no,2,school_bus,> 10,81,87,90,86.00
149,female,,,free/reduced,none,married,sometimes,no,1,school_bus,< 5,40,51,55,48.67
186,male,group C,some college,standard,none,married,sometimes,no,1,school_bus,< 5,59,50,47,52.00
202,female,group B,some high school,standard,none,married,sometimes,no,2,school_bus,10-May,56,58,62,58.67
206,male,,associate's degree,standard,none,married,regularly,no,2,school_bus,> 10,74,67,66,69.00
223,female,group C,high school,standard,none,married,sometimes,no,2,school_bus,< 5,73,78,84,78.33
225,female,group D,high school,free/reduced,completed,divorced,sometimes,no,4,school_bus,10-May,44,61,62,55.67
266,male,group C,associate's degree,standard,completed,married,regularly,no,1,school_bus,10-May,87,79,79,81.67
278,female,group B,bachelor's degree,standard,completed,married,never,no,2,school_bus,10-May,68,81,83,77.33
281,female,group E,,standard,none,married,never,no,3,private,10-May,86,92,90,89.33
311,male,group B,some college,standard,completed,single,sometimes,no,4,private,10-May,94,88,85,89.00
315,female,group B,some college,standard,completed,single,sometimes,no,3,private,10-May,89,99,95,94.33
324,male,group B,high school,free/reduced,none,married,never,no,3,school_bus,> 10,41,44,42,42.33
326,female,group B,some college,standard,none,divorced,sometimes,no,3,school_bus,< 5,59,70,69,66.00
378,female,group B,some college,free/reduced,,married,regularly,no,1,school_bus,10-May,41,38,42,40.33
391,male,,some college,free/reduced,completed,,regularly,no,1,private,< 5,47,59,56,54.00
413,male,group B,bachelor's degree,free/reduced,none,single,sometimes,no,3,private,< 5,54,47,51,50.67
459,male,group C,associate's degree,free/reduced,,married,regularly,no,2,school_bus,10-May,62,63,61,62.00
469,male,group A,some college,free/reduced,completed,married,sometimes,no,1,,10-May,43,49,48,46.67
477,female,,associate's degree,standard,none,divorced,sometimes,no,2,school_bus,< 5,78,79,84,80.33
485,male,,associate's degree,standard,none,single,sometimes,no,2,school_bus,> 10,77,74,71,74.00
497,female,group E,,standard,completed,single,regularly,no,3,school_bus,< 5,92,94,97,94.33
509,female,group C,some college,standard,none,married,sometimes,no,5,school_bus,< 5,65,74,72,70.33
531,female,group C,master's degree,free/reduced,none,married,sometimes,no,3,school_bus,< 5,71,84,88,81.00
537,male,group B,master's degree,standard,none,single,sometimes,no,2,private,10-May,79,76,79,78.00
538,female,group D,some high school,free/reduced,none,,sometimes,no,1,school_bus,10-May,33,45,47,41.67
547,male,group D,high school,standard,none,married,never,no,5,private,10-May,85,79,77,80.33
586,male,group D,,standard,none,married,sometimes,no,2,school_bus,< 5,87,74,76,79.00
591,female,group D,associate's degree,standard,none,divorced,sometimes,no,,school_bus,> 10,55,62,60,59.00
598,male,group D,high school,free/reduced,none,single,sometimes,no,1,private,> 10,55,50,51,52.00
609,male,,associate's degree,free/reduced,none,divorced,regularly,no,2,school_bus,10-May,45,48,38,43.67
655,female,group E,some college,standard,completed,married,sometimes,no,2,,> 10,90,92,89,90.33
662,female,group C,some high school,standard,none,married,,no,1,school_bus,< 5,65,75,64,68.00
663,male,group C,some high school,standard,none,married,sometimes,no,1,,10-May,67,66,61,64.67
743,female,group A,high school,free/reduced,none,divorced,sometimes,no,1,private,< 5,40,53,49,47.33
751,female,group E,associate's degree,free/reduced,completed,married,regularly,no,3,,< 5,57,73,70,66.67
789,male,group D,associate's degree,free/reduced,completed,married,sometimes,no,,school_bus,10-May,65,77,77,73.00
794,male,group C,bachelor's degree,standard,completed,married,sometimes,no,4,school_bus,10-May,69,63,68,66.67
814,female,group A,,standard,completed,married,sometimes,no,2,school_bus,10-May,76,94,93,87.67
857,male,group B,master's degree,standard,none,,sometimes,no,2,,< 5,85,85,83,84.33
858,female,group C,some college,standard,completed,married,regularly,no,2,school_bus,10-May,38,69,64,57.00
870,male,group C,high school,standard,completed,single,sometimes,no,1,school_bus,< 5,43,47,45,45.00
878,female,,,free/reduced,none,single,sometimes,no,3,,10-May,38,50,44,44.00
891,female,group D,some high school,standard,none,single,sometimes,no,3,school_bus,< 5,48,66,55,56.33
949,female,,associate's degree,standard,none,married,sometimes,no,2,,< 5,68,76,78,74.00
968,female,group C,associate's degree,free/reduced,none,married,never,no,2,private,< 5,53,65,61,59.67
973,female,group C,high school,free/reduced,completed,married,sometimes,no,1,school_bus,10-May,66,72,79,72.33
991,female,group B,bachelor's degree,standard,none,single,regularly,no,1,school_bus,< 5,70,90,92,84.00
4,female,group C,high school,standard,completed,married,regularly,no,4,school_bus,> 10,62,65,62,63.00
6,male,group C,some college,standard,none,married,sometimes,no,4,school_bus,10-May,62,68,69,66.33
7,female,group E,high school,standard,none,married,regularly,no,1,school_bus,< 5,56,70,67,64.33
17,male,group E,some college,standard,none,divorced,sometimes,no,4,private,10-May,74,60,60,64.67
28,male,group D,bachelor's degree,standard,completed,single,,no,2,school_bus,< 5,56,39,45,46.67
33,female,group C,some college,standard,none,married,regularly,no,3,private,10-May,69,73,71,71.00
34,male,,some college,free/reduced,none,married,regularly,no,4,private,< 5,75,64,69,69.33
39,female,group D,associate's degree,free/reduced,none,single,never,no,,school_bus,> 10,47,61,61,56.33
75,male,group C,associate's degree,free/reduced,completed,married,sometimes,no,2,school_bus,10-May,62,61,61,61.33
93,male,group B,bachelor's degree,free/reduced,completed,married,sometimes,no,1,school_bus,10-May,66,65,71,67.33
118,female,group D,high school,standard,none,married,regularly,no,1,school_bus,< 5,52,51,67,56.67
124,female,,some high school,standard,none,married,sometimes,no,,,< 5,40,48,48,45.33
155,male,group D,some college,standard,none,married,sometimes,no,1,private,< 5,69,74,63,68.67
198,male,group D,high school,standard,completed,married,never,no,1,school_bus,> 10,53,54,56,54.33
207,female,group C,some college,standard,,married,regularly,no,3,school_bus,10-May,57,72,71,66.67
209,female,,,standard,completed,married,sometimes,no,1,private,10-May,62,76,75,71.00
213,male,group D,associate's degree,standard,none,single,regularly,no,3,school_bus,< 5,81,82,81,81.33
240,male,group C,master's degree,free/reduced,none,single,regularly,no,2,school_bus,10-May,69,74,67,70.00
241,female,group B,bachelor's degree,free/reduced,none,single,sometimes,no,1,private,10-May,50,65,65,60.00
266,male,group C,bachelor's degree,free/reduced,completed,married,sometimes,no,4,school_bus,> 10,88,91,90,89.67
271,male,group C,some high school,standard,none,married,sometimes,no,2,private,10-May,62,45,47,51.33
295,male,group D,high school,standard,completed,married,sometimes,no,1,school_bus,< 5,50,42,44,45.33
298,female,group C,associate's degree,standard,completed,single,regularly,no,4,school_bus,10-May,77,87,91,85.00
332,male,group C,associate's degree,standard,completed,single,never,no,1,school_bus,10-May,83,80,73,78.67
362,male,group D,bachelor's degree,standard,none,married,never,no,4,,10-May,78,81,78,79.00
377,male,group A,master's degree,standard,completed,married,regularly,no,1,school_bus,< 5,70,66,64,66.67
434,male,,high school,standard,none,single,sometimes,no,1,,10-May,83,75,74,77.33
437,female,group A,high school,standard,none,,never,no,3,school_bus,< 5,63,68,64,65.00
454,male,group D,bachelor's degree,standard,completed,divorced,sometimes,no,1,school_bus,10-May,79,86,86,83.67
497,female,group D,master's degree,standard,none,married,regularly,no,3,private,10-May,44,60,62,55.33
512,female,group E,,standard,,divorced,sometimes,no,3,private,10-May,92,89,90,90.33
540,female,group A,some high school,free/reduced,completed,divorced,regularly,no,,private,10-May,80,97,91,89.33
541,male,group D,associate's degree,standard,completed,married,sometimes,no,2,school_bus,< 5,68,68,60,65.33
542,female,group C,associate's degree,standard,none,divorced,sometimes,no,2,private,< 5,55,61,62,59.33
544,female,group B,,standard,none,single,regularly,no,4,school_bus,< 5,44,59,54,52.33
570,female,group C,high school,standard,none,divorced,regularly,no,1,school_bus,10-May,88,94,97,93.00
611,female,group C,some high school,standard,none,single,sometimes,no,2,school_bus,10-May,55,75,75,68.33
619,male,group C,,free/reduced,none,single,sometimes,no,2,private,10-May,44,47,43,44.67
639,male,group A,,standard,none,married,regularly,no,2,private,< 5,74,70,68,70.67
653,male,group D,high school,standard,none,single,sometimes,no,3,school_bus,10-May,59,54,55,56.00
668,male,group B,high school,standard,,single,regularly,no,1,private,10-May,47,49,44,46.67
707,male,group C,associate's degree,standard,completed,married,sometimes,no,3,,10-May,72,66,65,67.67
719,female,group D,high school,standard,,married,sometimes,no,1,private,< 5,73,75,89,79.00
722,male,group E,associate's degree,free/reduced,none,married,regularly,no,1,private,10-May,62,62,55,59.67
727,female,group C,some high school,free/reduced,none,married,regularly,no,1,private,10-May,45,60,57,54.00
750,male,group C,high school,standard,none,married,regularly,no,2,school_bus,10-May,64,63,59,62.00
757,female,group C,associate's degree,standard,completed,divorced,sometimes,no,1,,> 10,79,99,98,92.00
820,female,group D,associate's degree,standard,none,single,never,no,1,school_bus,10-May,66,63,70,66.33
835,female,group C,some college,free/reduced,none,divorced,regularly,no,,,< 5,51,57,57,55.00
848,female,group B,some college,standard,none,married,regularly,no,5,private,10-May,64,80,75,73.00
867,male,group C,associate's degree,standard,completed,married,never,no,2,private,< 5,94,90,92,92.00
915,female,group E,associate's degree,standard,none,single,regularly,no,1,school_bus,10-May,88,88,90,88.67
969,female,group C,high school,standard,completed,single,sometimes,no,3,school_bus,< 5,66,79,76,73.67
970,female,group B,some college,standard,none,divorced,sometimes,no,2,school_bus,10-May,59,69,68,65.33
993,male,group E,some college,standard,completed,single,sometimes,no,1,private,< 5,95,81,82,86.00
13,male,group D,some college,free/reduced,none,divorced,never,no,2,school_bus,> 10,38,41,45,41.33
19,male,group C,high school,free/reduced,completed,,never,no,2,private,10-May,47,52,44,47.67
21,female,group A,some college,standard,none,single,never,no,,school_bus,10-May,60,74,72,68.67
22,male,,associate's degree,free/reduced,none,married,never,no,1,school_bus,10-May,40,32,29,33.67
41,male,group E,some high school,standard,completed,married,sometimes,no,1,private,10-May,93,90,83,88.67
49,male,group D,some high school,standard,none,divorced,regularly,no,1,school_bus,> 10,73,71,65,69.67
117,female,group A,bachelor's degree,standard,completed,married,sometimes,no,4,private,10-May,72,76,82,76.67
129,male,group D,some high school,standard,completed,married,sometimes,no,,school_bus,,74,74,74,74.00
130,male,group D,associate's degree,standard,completed,divorced,sometimes,no,1,school_bus,10-May,63,67,66,65.33
131,female,group C,,standard,none,married,sometimes,no,1,private,10-May,53,61,64,59.33
151,female,group D,some college,standard,completed,married,sometimes,no,3,school_bus,10-May,76,84,88,82.67
